"id","parent_id","level","objectid","objecttype","querystatus","querytime","querytype","name","message","type","metadata.type","talking_about_count","likes","likes.count","shares.count","comments.count","created_time","updated_time"
"79","2","2","5550296508_10157252926056509","data","fetched (200)","2017-09-02 16:34:56.846000","Facebook:<page>/posts","","Watt started on Sunday with a goal of $200,000. He's now raised more than $13 million.","","","","","","","","2017-09-01T15:19:20+0000",""
"80","2","2","5550296508","offcut","fetched (200)","2017-09-02 16:34:56.846000","Facebook:<page>/posts","","","","","","","","","","",""
"81","2","2","5550296508_10157258568851509","data","fetched (200)","2017-09-02 16:36:38.026000","Facebook:<page>/posts","","Even after Hurricane Harvey's immediate threat of flooding goes away, Texas residents will face a host of health problems from the water and from what it leaves behind.","","","","","","","","2017-09-02T23:00:49+0000",""
"82","2","2","5550296508_10157258466966509","data","fetched (200)","2017-09-02 16:36:38.026000","Facebook:<page>/posts","","In a worst case scenario, the national average could get as high as $2.75 a gallon, according to an oil analyst","","","","","","","","2017-09-02T22:25:26+0000",""
"83","2","2","5550296508_10157258363126509","data","fetched (200)","2017-09-02 16:36:38.026000","Facebook:<page>/posts","","On the first day of the new school year in Russia, students learned an important lesson directly from their president -- who he thinks will rule the world.","","","","","","","","2017-09-02T21:51:23+0000",""
"84","2","2","5550296508_10157258198141509","data","fetched (200)","2017-09-02 16:36:38.026000","Facebook:<page>/posts","","Salt Lake City police apologize for arresting a Utah nurse who refused to draw blood from an unconscious patient http://cnn.it/2wtRJvV","","","","","","","","2017-09-02T21:15:38+0000",""
"85","2","2","5550296508_10157258062461509","data","fetched (200)","2017-09-02 16:36:38.026000","Facebook:<page>/posts","","""We are not his subordinates. We don't answer to him. We answer to the American people,"" Sen. John McCain said of President Donald J. Trump, calling for bipartisan cooperation in Congress","","","","","","","","2017-09-02T20:45:08+0000",""
"86","2","2","5550296508_10157257931371509","data","fetched (200)","2017-09-02 16:36:38.026000","Facebook:<page>/posts","","The United States Department of Justice says it has no evidence to support President Donald J. Trump's assertion in March that his predecessor, Barack Obama, wiretapped the phones in Trump Tower before last year's election.","","","","","","","","2017-09-02T20:15:05+0000",""
"87","2","2","5550296508_10157257828931509","data","fetched (200)","2017-09-02 16:36:38.026000","Facebook:<page>/posts","","They nearly died in Katrina. In Houston, they meet the man who made a difference.","","","","","","","","2017-09-02T19:45:13+0000",""
"88","2","2","5550296508_10157257705511509","data","fetched (200)","2017-09-02 16:36:38.026000","Facebook:<page>/posts","","""It's good exercise"": President Donald J. Trump helps load relief supplies into a truck at a church in Houston during his tour of Hurricane Harvey damage http://cnn.it/2gsPAY6","","","","","","","","2017-09-02T19:15:35+0000",""
"89","2","2","5550296508_10157257611111509","data","fetched (200)","2017-09-02 16:36:38.026000","Facebook:<page>/posts","","Imagine hovering 200 miles above earth while your family, friends and coworkers are tormented by a gruesome storm that took lives and destroyed homes.","","","","","","","","2017-09-02T18:45:19+0000",""
"90","2","2","5550296508_10157257461996509","data","fetched (200)","2017-09-02 16:36:38.026000","Facebook:<page>/posts","","How Harvey washed away partisanship: CNN's Michael Smerconish sees Harvey heroism as an 'American Dunkirk' http://cnn.it/2gt2oh3","","","","","","","","2017-09-02T18:01:11+0000",""
"91","2","2","5550296508_10157257367181509","data","fetched (200)","2017-09-02 16:36:38.026000","Facebook:<page>/posts","","President Donald J. Trump hugs a little girl who ran up to him as he is in Texas and Louisiana this afternoon meeting with volunteers and people impacted by Hurricane Harvey http://cnn.it/2et64Pn","","","","","","","","2017-09-02T17:35:57+0000",""
"92","2","2","5550296508_10157257254441509","data","fetched (200)","2017-09-02 16:36:38.026000","Facebook:<page>/posts","","But where are you really from? It's a question that many people get asked every day. 2,000 Americans respond to the question that annoys them the most. cnn.com/WhereImReallyFrom","","","","","","","","2017-09-02T17:01:06+0000",""
"93","2","2","5550296508_10157257134681509","data","fetched (200)","2017-09-02 16:36:38.026000","Facebook:<page>/posts","","When he first saw it in his living room, he thought his wife might have been playing a trick on him with a fake alligator.","","","","","","","","2017-09-02T16:21:04+0000",""
"94","2","2","5550296508_10157257083106509","data","fetched (200)","2017-09-02 16:36:38.026000","Facebook:<page>/posts","","About 200 homes were evacuated Friday after a brush fire broke out near Los Angeles, sending massive plumes of smokes into the air and shutting down an interstate highway http://cnn.it/2gsQ0h4","","","","","","","","2017-09-02T16:06:43+0000",""
"95","2","2","5550296508_10157256976566509","data","fetched (200)","2017-09-02 16:36:38.026000","Facebook:<page>/posts","","To reach safety, many people waded through the murky water, in some cases for hours. Now, scientists are concerned about what might be in it.","","","","","","","","2017-09-02T15:30:35+0000",""
"96","2","2","5550296508_10157256886996509","data","fetched (200)","2017-09-02 16:36:38.026000","Facebook:<page>/posts","","""Serena Williams won a new title on Day 5 at the #USOpen: Mom,"" the US Open Tennis Championships said on Twitter.","","","","","","","","2017-09-02T15:00:51+0000",""
"97","2","2","5550296508_10157256770391509","data","fetched (200)","2017-09-02 16:36:38.026000","Facebook:<page>/posts","","President Donald J. Trump gets a second chance today at the post-natural disaster presidential visit.","","","","","","","","2017-09-02T14:30:08+0000",""
"98","2","2","5550296508_10157256678976509","data","fetched (200)","2017-09-02 16:36:38.026000","Facebook:<page>/posts","","“I want a boat like you so I can help people when I grow up”: Little boy reconnects with the man who rescued his family after flooding from Harvey http://cnn.it/2gqP38P","","","","","","","","2017-09-02T14:00:45+0000",""
"99","2","2","5550296508_10157253444941509","data","fetched (200)","2017-09-02 16:36:38.026000","Facebook:<page>/posts","","It was supposed to be $100","","","","","","","","2017-09-02T13:30:24+0000",""
"100","2","2","5550296508_10157256442826509","data","fetched (200)","2017-09-02 16:36:38.026000","Facebook:<page>/posts","","• India • Bangladesh • Sierra Leone • Nigeria • Nepal • Pakistan","","","","","","","","2017-09-02T13:00:41+0000",""
"101","2","2","5550296508_10157256387311509","data","fetched (200)","2017-09-02 16:36:38.026000","Facebook:<page>/posts","","A week after Hurricane Harvey slammed into the Texas coast, many are bracing for yet more rising water levels.","","","","","","","","2017-09-02T12:42:01+0000",""
"102","2","2","5550296508_10157244661561509","data","fetched (200)","2017-09-02 16:36:38.026000","Facebook:<page>/posts","","Doctors first said she was psychotic","","","","","","","","2017-09-02T12:30:02+0000",""
"103","2","2","5550296508_10157253055286509","data","fetched (200)","2017-09-02 16:36:38.026000","Facebook:<page>/posts","","The toll that Harvey is taking on Texas is staggering.","","","","","","","","2017-09-02T12:00:36+0000",""
"104","2","2","5550296508_10157256267866509","data","fetched (200)","2017-09-02 16:36:38.026000","Facebook:<page>/posts","","Salt Lake City police apologized for arresting the nurse, who refused to draw blood from a patient.","","","","","","","","2017-09-02T12:00:06+0000",""
"105","2","2","5550296508_10157244722006509","data","fetched (200)","2017-09-02 16:36:38.026000","Facebook:<page>/posts","","""We are watching an enormous disaster in what feels like slow motion""","","","","","","","","2017-09-02T11:30:03+0000",""
"106","2","2","5550296508","offcut","fetched (200)","2017-09-02 16:36:38.026000","Facebook:<page>/posts","","","","","","","","","","",""
"107","2","2","5550296508_10157256131451509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","16 would-be beauty queens from across India helped to make history","","","","","","","","2017-09-02T11:00:38+0000",""
"108","2","2","5550296508_10157253003551509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","40 years ago, NASA launched two spacecrafts from Earth. 10 billion miles later, they still communicate back from the interstellar frontier. http://cnn.it/2vu9EUa","","","","","","","","2017-09-02T11:00:00+0000",""
"109","2","2","5550296508_10157256080241509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","The drug aims to give patients a second chance after first-line drugs have failed","","","","","","","","2017-09-02T10:30:15+0000",""
"110","2","2","5550296508_10157256025146509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","Each year in the US, flooding is deadlier than hurricanes, tornadoes or lightning.","","","","","","","","2017-09-02T10:01:02+0000",""
"111","2","2","5550296508_10157255989161509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","Who Putin thinks will rule the world","","","","","","","","2017-09-02T09:42:58+0000",""
"112","2","2","5550296508_10157255962541509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","Donald J. Trump's DACA decision could cost thousands of jobs, study says http://cnn.it/2wJNyNa","","","","","","","","2017-09-02T09:30:50+0000",""
"113","2","2","5550296508_10157255953276509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","About 200 homes were evacuated Friday after a brush fire broke out near Los Angeles, sending massive plumes of smoke into the air and shutting down an interstate highway, a fire department spokeswoman says.","","","","","","","","2017-09-02T09:24:33+0000",""
"114","2","2","5550296508_10157255902171509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","Tropical Storm Harvey is knocking yet more Gulf Coast refineries offline, raising the risk of higher gasoline prices","","","","","","","","2017-09-02T09:00:50+0000",""
"115","2","2","5550296508_10157255789596509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","Few details are known as Donald J. Trump launches tax reform push http://cnn.it/2vFGQnL","","","","","","","","2017-09-02T08:00:36+0000",""
"116","2","2","5550296508_10157248573476509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","In 2011, a 2-year-old caught the world's attention for his smoking habit. Today, he is cured of his addiction, but millions of children have taken up the habit","","","","","","","","2017-09-02T08:00:28+0000",""
"117","2","2","5550296508_10157253141891509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","For the 1.8 billion Muslims around the world, the Hajj is a spiritual pinnacle.","","","","","","","","2017-09-02T07:30:50+0000",""
"118","2","2","5550296508_10157255678551509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","They've been making wine for a lot longer than previously thought","","","","","","","","2017-09-02T07:00:27+0000",""
"119","2","2","5550296508_10157253651946509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","Meet Whang Od Oggay: The Philippines' oldest tattoo artist http://cnn.it/2vH9Fnv","","","","","","","","2017-09-02T06:30:00+0000",""
"120","2","2","5550296508_10157255581721509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","A British cycling magazine has issued an effusive apology for a sexist caption in its latest issue","","","","","","","","2017-09-02T06:00:33+0000",""
"121","2","2","5550296508_10157253592941509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","NFL player J.J. Watt keeps surpassing Harvey relief goal: 'I'm with them for the long haul' http://cnn.it/2vyRMHR","","","","","","","","2017-09-02T05:30:00+0000",""
"122","2","2","5550296508_10157255397891509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","It appears the bug was exploited before Instagram's fix, and affected more than the most high-profile accounts","","","","","","","","2017-09-02T05:01:18+0000",""
"123","2","2","5550296508_10157253534376509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","There's a new Volkswagen bus in town","","","","","","","","2017-09-02T05:00:00+0000",""
"124","2","2","5550296508_10157255321456509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","Shocking video shows a Utah police detective arresting a nurse when she refused to let him draw blood from one of her patients. The detective is under investigation http://cnn.it/2ewtUx7","","","","","","","","2017-09-02T04:30:38+0000",""
"125","2","2","5550296508_10157253662626509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","Drone footage from Rockport, Texas, shows the destruction left behind by Hurricane Harvey. http://cnn.it/2iAJedc","","","","","","","","2017-09-02T04:30:00+0000",""
"126","2","2","5550296508_10157252987591509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","This app can turn anything into a 3D model","","","","","","","","2017-09-02T04:30:00+0000",""
"127","2","2","5550296508_10157255264891509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","Part of a Roman city that experts believe was submerged in the 4th century has been found off the coast of northeastern Tunisia http://cnn.it/2ewcdhl","","","","","","","","2017-09-02T04:02:36+0000",""
"128","2","2","5550296508_10157253477311509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","From snakes to infectious diseases, here are the common dangers people face when they get caught up in floods http://cnn.it/2gpHpvn","","","","","","","","2017-09-02T04:00:00+0000",""
"129","2","2","5550296508_10157255203326509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","The average age has slightly increased","","","","","","","","2017-09-02T03:30:03+0000",""
"130","2","2","5550296508_10157255149651509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","She couldn't wait any longer. She needed to see what happened to her home following Hurricane Harvey. But she wasn't ready for what she was walking in to http://cnn.it/2gqLDmr","","","","","","","","2017-09-02T03:01:00+0000",""
"131","2","2","5550296508_10157255089176509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","President Donald J. Trump is miffed by the constraints his new chief of staff has placed on his access to staffers and outside associates, administration officials tell CNN.","","","","","","","","2017-09-02T02:30:23+0000",""
"132","2","2","5550296508","offcut","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","","","","","","","","","",""
"133","2","2","5550296508_10157255000486509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","Comey prepared the draft exoneration for Hillary Clinton before conducting interviews with top Clinton aides, two GOP senators say","","","","","","","","2017-09-02T01:49:53+0000",""
"134","2","2","5550296508_10157254925221509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","People across the country are stepping up to help Harvey survivors. Here's how you can get involved http://cnn.it/2wr30x0","","","","","","","","2017-09-02T01:16:12+0000",""
"135","2","2","5550296508_10157254825946509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","In the end, it simply ran out of juice","","","","","","","","2017-09-02T00:41:20+0000",""
"136","2","2","5550296508_10157254728491509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","""Immigration and Customs Enforcement tried to deport me that same night, but the community outcry prevented that.""","","","","","","","","2017-09-02T00:06:46+0000",""
"137","2","2","5550296508_10157254644756509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","Many other businesses could be undercut my self-driving cars","","","","","","","","2017-09-01T23:34:06+0000",""
"138","2","2","5550296508_10157254547501509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","The former St. Louis police officer accused of intentionally killing a 24-year-old black man and planting a gun as evidence to justify the fatal shooting","","","","","","","","2017-09-01T23:02:56+0000",""
"139","2","2","5550296508_10157254469566509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","We’re in Crosby, Texas where a major fire is ongoing at a chemical plant (no audio)","","","","","","","","2017-09-01T22:42:20+0000",""
"140","2","2","5550296508_10157254462801509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","There is a major fire at a Texas chemical plant in Crosby http://cnn.it/2vz2PRh","","","","","","","","2017-09-01T22:39:04+0000",""
"141","2","2","5550296508_10157254384816509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","""I'm spending my days signing up for FEMA help with immediate necessities and housing, canceling services we no longer need, trying to figure out how to create a new normal for my children""","","","","","","","","2017-09-01T22:12:15+0000",""
"142","2","2","5550296508_10157254262526509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","A deeper look into some of the lives that will be directly affected if President Donald J. Trump appeals the Deferred Action for Childhood Arrivals program","","","","","","","","2017-09-01T21:39:26+0000",""
"143","2","2","5550296508_10157254117491509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","Schiller serves as a body man and personal aide who often had the best sense of President Donald J. Trump's mood and needs during the campaign","","","","","","","","2017-09-01T21:04:34+0000",""
"144","2","2","5550296508_10157254009561509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","A state judge in Pennsylvania threw out involuntary manslaughter charges Friday against eight fraternity members","","","","","","","","2017-09-01T20:31:43+0000",""
"145","2","2","5550296508_10157253919436509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","""An all women remake of Lord of the Flies makes no sense because... the plot of that book wouldn't happen with all women,"" writer Roxane Gay tweeted","","","","","","","","2017-09-01T20:02:27+0000",""
"146","2","2","5550296508_10157253814986509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","The Justice Department turned over a copy of the letter, which was drafted by Trump and top aide Stephen Miller, to Mueller in recent weeks, the Times reported, citing interviews with a dozen administration officials and others briefed on the matter","","","","","","","","2017-09-01T19:29:22+0000",""
"147","2","2","5550296508_10157253719771509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","$25 to $37 billion worth of flood loss is being predicted to hit homes across Texas and Louisiana and only $6.5 to 9.5 billion will be covered by insurers, according to a property analytics firm","","","","","","","","2017-09-01T18:56:00+0000",""
"148","2","2","5550296508_10157253594516509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","When asked if Dreamers should be worried, President Donald J. Trump responds, ""We love the Dreamers, we love everybody"" http://cnn.it/2wpBjEE","","","","","","","","2017-09-01T18:29:26+0000",""
"149","2","2","5550296508_10157253490751509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","This search specialist and his rescue dog Jester have helped rescue some 1,000 Harvey victims since driving 29 hours from California to help http://cnn.it/2vPTBLG","","","","","","","","2017-09-01T17:57:04+0000",""
"150","2","2","5550296508_10157253379576509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","""I actually don't think he should do that,"" Speaker Paul Ryan said","","","","","","","","2017-09-01T17:24:19+0000",""
"151","2","2","5550296508_10157253346251509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","""If I can get some seafood I'll be happy, if I get a martini I'll be happy but if not, I'm just glad to be here"" says this 66-year-old Texan woman who returns home after Harvey on her birthday. http://cnn.it/2wov3gg","","","","","","","","2017-09-01T17:15:16+0000",""
"152","2","2","5550296508_1346992462065556","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","Eric Love and Brennon Davis went out searching for survivors in a flooded neighborhood of Beaumont, Texas. They thought there was no one left... until they heard barking.  A dog and her puppy needed their help. Click and drag this 360° video to see the whole rescue. #CNNVR","","","","","","","","2017-09-01T16:45:00+0000",""
"153","2","2","5550296508_10157253217756509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","The Houston native's contribution is the largest to date","","","","","","","","2017-09-01T16:40:38+0000",""
"154","2","2","5550296508_10157253103966509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","Each year, up to three million pilgrims descend on the Saudi Arabian city of Mecca","","","","","","","","2017-09-01T16:10:25+0000",""
"155","2","2","5550296508_10157253101511509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","Eventually, technology like this might predict your preferred order based on factors like age, mood and gender.","","","","","","","","2017-09-01T16:09:42+0000",""
"156","2","2","5550296508_10157253006851509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","On Friday morning, President Donald J. Trump touted the ""heeling"" in flooded Texas. Should you care?","","","","","","","","2017-09-01T15:46:15+0000",""
"157","2","2","5550296508_10157252926056509","data","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","Watt started on Sunday with a goal of $200,000. He's now raised more than $13 million.","","","","","","","","2017-09-01T15:19:20+0000",""
"158","2","2","5550296508","offcut","fetched (200)","2017-09-02 16:36:38.451000","Facebook:<page>/posts","","","","","","","","","","",""
